id,证券代码,证券简称,所属行业名称,无形资产,研发支出合计,研发支出总额占营业收入比例,净利润,研发人员数量,政府补助,资产负债率,总资产,流动比率,营业收入,净利润,销售净利率,流动资产周转率,研发人员数量占比,技术人员人数,新增专利数,新增发明专利数,新增新型专利,新增外观专利
9079,002256.SZ,*ST兆新,公用事业,9919441.07 ,18179978.47 ,2.86 ,116969578.12 ,117.00 ,11844736.33 ,33.91 ,0.76 ,1.97 ,-28.91 ,-20.76 ,7.78 ,0.49 ,15.90 ,123.00 ,5.00 ,5.00 ,0.00 ,0.00 
9080,002256.SZ,*ST兆新,公用事业,42476601.66 ,21874999.62 ,4.32 ,51915066.78 ,123.00 ,4293003.18 ,35.85 ,13.20 ,1.83 ,6.74 ,59.30 ,6.98 ,0.34 ,13.25 ,91.00 ,3.00 ,3.00 ,0.00 ,0.00 
9081,002259.SZ,*ST升达,公用事业,75671378.24 ,,,-1261592914.48 ,,120249.96 ,46.59 ,20.64 ,1.35 ,12.68 ,-32.51 ,9.52 ,0.79 ,,49.00 ,0.00 ,0.00 ,0.00 ,0.00 
9082,002259.SZ,*ST升达,公用事业,69079570.53 ,,,-190956038.34 ,,343650.71 ,43.92 ,45.57 ,1.48 ,30.60 ,48.52 ,16.18 ,0.40 ,,42.00 ,0.00 ,0.00 ,0.00 ,0.00 
9083,002259.SZ,*ST升达,公用事业,78931559.22 ,0.00 ,,103545763.50 ,,1081703.41 ,38.28 ,44.86 ,1.41 ,55.55 ,96.25 ,14.23 ,0.48 ,,97.00 ,0.00 ,0.00 ,0.00 ,0.00 
9084,002259.SZ,*ST升达,公用事业,80569881.16 ,800291.81 ,0.05 ,90585179.67 ,22.00 ,4395624.32 ,26.32 ,21.89 ,1.88 ,33.12 ,54.41 ,11.28 ,0.49 ,1.54 ,130.00 ,0.00 ,0.00 ,0.00 ,0.00 
9085,002259.SZ,*ST升达,公用事业,129010823.44 ,953860.70 ,0.15 ,18811954.80 ,22.00 ,2422177.62 ,39.32 ,25.20 ,1.36 ,13.03 ,52.06 ,9.72 ,0.63 ,1.46 ,105.00 ,2.00 ,1.00 ,1.00 ,0.00 
9086,002479.SZ,富春环保,公用事业,487838113.98 ,79609768.36 ,1.93 ,339810932.81 ,240.00 ,30546081.21 ,30.00 ,8.56 ,1.89 ,10.64 ,60.14 ,13.15 ,1.95 ,15.80 ,352.00 ,6.00 ,2.00 ,4.00 ,0.00 
9087,002479.SZ,富春环保,公用事业,309609552.36 ,64074126.69 ,2.13 ,174678155.40 ,207.00 ,11231522.42 ,30.75 ,13.09 ,1.85 ,53.85 ,232.18 ,9.91 ,0.76 ,18.38 ,238.00 ,5.00 ,2.00 ,3.00 ,0.00 
9088,002479.SZ,富春环保,公用事业,319418027.18 ,44525900.03 ,1.34 ,409422170.37 ,124.00 ,8075811.45 ,30.26 ,44.42 ,1.88 ,58.45 ,23.81 ,4.59 ,1.02 ,16.62 ,394.00 ,24.00 ,5.00 ,19.00 ,0.00 
9089,002479.SZ,富春环保,公用事业,316039444.52 ,51060346.19 ,1.89 ,308175760.97 ,185.00 ,19556030.55 ,19.84 ,-0.40 ,3.42 ,-24.56 ,-42.62 ,5.87 ,1.53 ,11.58 ,365.00 ,20.00 ,8.00 ,12.00 ,0.00 
9090,002479.SZ,富春环保,公用事业,325956116.60 ,37702464.95 ,1.31 ,233079422.43 ,129.00 ,12305524.96 ,21.48 ,-0.80 ,2.75 ,-22.60 ,-20.14 ,7.72 ,1.69 ,8.48 ,361.00 ,13.00 ,5.00 ,0.00 ,8.00 
9091,002499.SZ,*ST科林,公用事业,21383.66 ,,,-124848434.29 ,,10533.00 ,15.86 ,-17.35 ,5.54 ,4.57 ,152.47 ,7.49 ,0.06 ,,4.00 ,0.00 ,0.00 ,0.00 ,0.00 
9092,002499.SZ,*ST科林,公用事业,80864.44 ,,,-564597530.18 ,,,29.23 ,6.73 ,2.94 ,17.35 ,-11.83 ,3.97 ,0.92 ,,67.00 ,0.00 ,0.00 ,0.00 ,0.00 
9093,002499.SZ,*ST科林,公用事业,64107.38 ,8061862.43 ,,39598895.55 ,,3062045.64 ,25.54 ,-3.30 ,3.23 ,14.66 ,-39.84 ,5.28 ,1.00 ,,69.00 ,0.00 ,0.00 ,0.00 ,0.00 
9094,002499.SZ,*ST科林,公用事业,105969371.59 ,13666005.52 ,4.19 ,19073052.24 ,66.00 ,5090519.19 ,31.03 ,3.42 ,2.33 ,-0.79 ,19.36 ,10.07 ,1.56 ,14.44 ,97.00 ,0.00 ,0.00 ,0.00 ,0.00 
9095,002499.SZ,*ST科林,公用事业,120120044.28 ,16616327.03 ,4.59 ,27091608.59 ,76.00 ,5704027.52 ,33.40 ,-3.01 ,2.18 ,-10.06 ,46.66 ,8.37 ,1.45 ,15.20 ,73.00 ,14.00 ,0.00 ,0.00 ,14.00 
9096,002616.SZ,长青集团,公用事业,972063528.53 ,40898542.70 ,1.64 ,299427547.29 ,221.00 ,19403581.52 ,21.58 ,-11.85 ,3.26 ,-22.74 ,-104.68 ,-0.83 ,1.83 ,5.72 ,288.00 ,53.00 ,14.00 ,35.00 ,4.00 
9097,002616.SZ,长青集团,公用事业,442875023.50 ,30869910.92 ,1.54 ,164549506.70 ,207.00 ,38101761.60 ,20.12 ,-7.66 ,3.54 ,-10.46 ,170.45 ,3.19 ,2.79 ,5.72 ,254.00 ,25.00 ,4.00 ,17.00 ,4.00 
9098,002616.SZ,长青集团,公用事业,407529000.89 ,37112343.61 ,1.96 ,87580351.95 ,195.00 ,14481291.96 ,23.88 ,8.45 ,2.92 ,29.27 ,-307.83 ,-4.05 ,1.92 ,5.82 ,271.00 ,17.00 ,1.00 ,13.00 ,3.00 
9099,002616.SZ,长青集团,公用事业,334403441.01 ,37620593.28 ,1.97 ,163128793.76 ,191.00 ,5627526.25 ,17.32 ,0.66 ,3.72 ,-3.00 ,1.37 ,2.52 ,1.57 ,5.35 ,189.00 ,7.00 ,0.00 ,4.00 ,3.00 
9100,002616.SZ,长青集团,公用事业,591453392.05 ,24956009.65 ,1.56 ,111398195.82 ,189.00 ,7479205.84 ,17.26 ,0.17 ,3.60 ,7.90 ,-1.12 ,2.41 ,1.31 ,5.31 ,184.00 ,9.00 ,1.00 ,0.00 ,8.00 
9101,002700.SZ,ST浩源,公用事业,54579087.14 ,4595508.49 ,0.89 ,69819749.47 ,21.00 ,1798710.78 ,39.85 ,4.48 ,1.42 ,5.89 ,53.20 ,6.18 ,0.68 ,3.83 ,71.00 ,,,,
9102,002700.SZ,ST浩源,公用事业,62030076.52 ,1756302.45 ,0.43 ,70062229.19 ,24.00 ,939699.97 ,45.46 ,11.28 ,1.30 ,4.05 ,95.18 ,4.46 ,0.42 ,4.36 ,17.00 ,,,,
9103,002700.SZ,ST浩源,公用事业,65307910.67 ,,,74778452.07 ,,708892.16 ,46.18 ,8.05 ,1.16 ,9.77 ,14.28 ,2.38 ,0.42 ,,16.00 ,,,,
9104,002700.SZ,ST浩源,公用事业,67102221.11 ,,,78660986.69 ,,1108648.16 ,45.33 ,9.48 ,1.01 ,15.23 ,-19.36 ,2.28 ,0.41 ,,17.00 ,,,,
9105,002700.SZ,ST浩源,公用事业,69983120.17 ,,,109232568.80 ,,402512.16 ,44.11 ,17.92 ,1.25 ,15.15 ,5.13 ,3.26 ,0.52 ,,37.00 ,,,,
9106,002893.SZ,华通热力,公用事业,3614986.99 ,59285393.57 ,6.45 ,46036099.39 ,187.00 ,3740638.96 ,16.22 ,2.13 ,4.73 ,24.74 ,-86.01 ,2.17 ,0.84 ,21.15 ,59.00 ,8.00 ,4.00 ,3.00 ,1.00 
9107,002893.SZ,华通热力,公用事业,5897920.83 ,4502851.35 ,0.47 ,38252237.26 ,59.00 ,6049000.00 ,16.95 ,5.62 ,4.46 ,-15.58 ,-29.87 ,11.75 ,1.17 ,3.49 ,110.00 ,7.00 ,4.00 ,3.00 ,0.00 
9108,002893.SZ,华通热力,公用事业,4189515.31 ,6416227.59 ,0.70 ,52581713.08 ,35.00 ,2537808.00 ,16.44 ,48.59 ,4.44 ,0.61 ,6.17 ,14.15 ,0.87 ,2.72 ,,3.00 ,0.00 ,3.00 ,0.00 
9109,002893.SZ,华通热力,公用事业,4120677.76 ,2250621.90 ,,49617221.19 ,,3894008.31 ,28.38 ,6.25 ,1.96 ,-18.87 ,-37.04 ,13.41 ,0.70 ,,,2.00 ,0.00 ,2.00 ,0.00 
9110,002893.SZ,华通热力,公用事业,3951070.90 ,1602593.90 ,,48122515.64 ,,9644388.56 ,31.27 ,-9.38 ,1.60 ,-3.48 ,122.72 ,17.27 ,0.33 ,,,0.00 ,0.00 ,0.00 ,0.00 
9111,002911.SZ,佛燃能源,公用事业,384584472.33 ,31471363.57 ,0.49 ,509806453.65 ,199.00 ,5891590.07 ,17.42 ,9.37 ,5.58 ,9.72 ,9.91 ,14.72 ,3.20 ,10.34 ,305.00 ,7.00 ,0.00 ,7.00 ,0.00 
9112,002911.SZ,佛燃能源,公用事业,309911776.44 ,6025088.33 ,0.12 ,460513211.12 ,152.00 ,13662237.88 ,20.79 ,8.91 ,4.68 ,7.75 ,25.49 ,15.69 ,0.39 ,7.84 ,452.00 ,8.00 ,1.00 ,7.00 ,0.00 
9113,002911.SZ,佛燃能源,公用事业,289729581.71 ,140096.87 ,0.00 ,455157720.42 ,0.00 ,1271623.54 ,19.73 ,52.16 ,4.93 ,24.43 ,18.04 ,13.47 ,0.54 ,,,14.00 ,2.00 ,12.00 ,0.00 
9114,002911.SZ,佛燃能源,公用事业,279170901.20 ,89068.28 ,,437509196.60 ,,2227859.66 ,30.98 ,-4.43 ,3.02 ,-21.18 ,-46.48 ,14.20 ,0.81 ,,,0.00 ,0.00 ,0.00 ,0.00 
9115,002911.SZ,佛燃能源,公用事业,274776447.56 ,13601.71 ,,461467079.43 ,,632438.24 ,40.16 ,6.25 ,2.34 ,-9.84 ,13.06 ,20.92 ,0.75 ,,,0.00 ,0.00 ,0.00 ,0.00 
9116,003816.SZ,中国广核,公用事业,4937028458.97 ,1756101670.48 ,2.88 ,14785240122.64 ,4732.00 ,315301019.19 ,46.59 ,1.74 ,1.50 ,0.64 ,36.76 ,11.38 ,1.03 ,25.65 ,16815.00 ,73.00 ,25.00 ,48.00 ,0.00 
9117,003816.SZ,中国广核,公用事业,4719796447.25 ,1718713200.00 ,3.38 ,13681677330.13 ,,143333834.97 ,46.11 ,0.26 ,1.49 ,24.25 ,-83.00 ,0.96 ,1.85 ,,,30.00 ,30.00 ,0.00 ,0.00 
9118,003816.SZ,中国广核,公用事业,4581473985.13 ,1298773400.00 ,2.85 ,12724187560.67 ,,118535257.69 ,46.42 ,6.41 ,1.65 ,17.33 ,-10.05 ,6.99 ,1.45 ,,,4.00 ,4.00 ,0.00 ,0.00 
9119,003816.SZ,中国广核,公用事业,3883994544.17 ,1220310000.00 ,3.69 ,9119329157.26 ,,62247369.51 ,82.57 ,40.84 ,0.39 ,103.46 ,17.63 ,11.44 ,1.03 ,,,3.00 ,3.00 ,0.00 ,0.00 
9120,003816.SZ,中国广核,公用事业,3827445086.00 ,526996500.00 ,,8044356987.60 ,,,77.01 ,809.59 ,0.50 ,266.69 ,289.17 ,19.78 ,1.29 ,,,0.00 ,0.00 ,0.00 ,0.00 
9121,300125.SZ,聆达股份,公用事业,72608587.80 ,3884622.62 ,3.50 ,17100647.10 ,20.00 ,1902946.50 ,21.09 ,15.87 ,3.07 ,33.63 ,27.07 ,21.93 ,0.17 ,13.61 ,62.00 ,0.00 ,0.00 ,0.00 ,0.00 
9122,300125.SZ,聆达股份,公用事业,58000321.00 ,,,36194552.41 ,,12041636.96 ,27.38 ,23.16 ,2.70 ,31.54 ,290.36 ,120.89 ,0.81 ,,81.00 ,0.00 ,0.00 ,0.00 ,0.00 
9123,300125.SZ,聆达股份,公用事业,134656834.98 ,1413053.47 ,1.25 ,-264582517.75 ,7.00 ,6600.00 ,39.46 ,-7.08 ,1.52 ,13.07 ,-1959.54 ,-83.54 ,0.87 ,17.07 ,128.00 ,0.00 ,0.00 ,0.00 ,0.00 
9124,300125.SZ,聆达股份,公用事业,159163984.78 ,3086170.29 ,1.90 ,-60521692.35 ,12.00 ,,43.29 ,36.21 ,1.13 ,43.20 ,83.30 ,18.52 ,1.05 ,5.71 ,179.00 ,1.00 ,0.00 ,1.00 ,0.00 
9125,300125.SZ,聆达股份,公用事业,177392667.42 ,8797016.15 ,2.35 ,9790891.31 ,19.00 ,553349.43 ,32.29 ,161.35 ,1.48 ,23.98 ,43.72 ,14.47 ,1.45 ,7.51 ,189.00 ,0.00 ,0.00 ,0.00 ,0.00 
9126,300317.SZ,珈伟新能,公用事业,70651012.45 ,33036616.40 ,3.93 ,-1083905806.55 ,103.00 ,3913434.24 ,56.38 ,4.14 ,0.60 ,-0.17 ,61.71 ,3.32 ,0.33 ,14.71 ,197.00 ,2.00 ,0.00 ,0.00 ,2.00 
9127,300317.SZ,珈伟新能,公用事业,96007884.11 ,54427782.30 ,3.22 ,-1994674653.80 ,221.00 ,26233556.20 ,55.77 ,-2.60 ,0.58 ,-0.49 ,-73.80 ,0.98 ,1.69 ,17.71 ,268.00 ,27.00 ,5.00 ,14.00 ,8.00 
9128,300317.SZ,珈伟新能,公用事业,89727407.55 ,36617814.30 ,1.07 ,288674686.00 ,238.00 ,6249234.48 ,56.04 ,9.90 ,0.76 ,17.51 ,52.75 ,3.74 ,1.76 ,9.52 ,251.00 ,10.00 ,4.00 ,6.00 ,0.00 
9129,300317.SZ,珈伟新能,公用事业,50983305.19 ,29083125.34 ,1.04 ,340936141.51 ,149.00 ,5639332.87 ,52.54 ,14.63 ,1.06 ,108.42 ,243.14 ,13.63 ,1.54 ,8.59 ,238.00 ,12.00 ,7.00 ,5.00 ,0.00 
9130,300317.SZ,珈伟新能,公用事业,52611103.58 ,28929981.68 ,1.52 ,136236245.19 ,208.00 ,7473428.23 ,16.13 ,87.23 ,4.18 ,-11.24 ,-33.06 ,8.28 ,1.28 ,10.90 ,323.00 ,5.00 ,0.00 ,0.00 ,5.00 
9131,300332.SZ,天壕环境,公用事业,1053989015.38 ,38310085.60 ,2.12 ,10613668.12 ,38.00 ,13601733.87 ,25.84 ,62.31 ,2.25 ,29.49 ,61.69 ,28.28 ,0.93 ,2.27 ,385.00 ,5.00 ,0.00 ,5.00 ,0.00 
9132,300332.SZ,天壕环境,公用事业,1083585545.29 ,42873264.86 ,2.17 ,19431685.56 ,42.00 ,6377902.11 ,29.10 ,19.44 ,1.33 ,36.37 ,52.57 ,22.03 ,0.60 ,2.36 ,456.00 ,7.00 ,1.00 ,6.00 ,0.00 
9133,300332.SZ,天壕环境,公用事业,1132773955.69 ,36546515.69 ,1.84 ,74177223.13 ,65.00 ,4424763.00 ,21.33 ,50.03 ,1.88 ,43.63 ,111.87 ,19.69 ,0.51 ,3.80 ,317.00 ,4.00 ,1.00 ,3.00 ,0.00 
9134,300332.SZ,天壕环境,公用事业,1172863211.00 ,17736811.51 ,1.05 ,48560718.33 ,45.00 ,3020741.86 ,26.66 ,22.89 ,1.72 ,-10.47 ,55.29 ,19.60 ,0.41 ,4.00 ,351.00 ,2.00 ,0.00 ,2.00 ,0.00 
9135,300332.SZ,天壕环境,公用事业,954060967.48 ,16730516.68 ,1.75 ,138694293.11 ,57.00 ,3846059.94 ,18.56 ,171.04 ,2.04 ,14.32 ,165.60 ,11.30 ,0.43 ,4.23 ,514.00 ,4.00 ,1.00 ,0.00 ,3.00 
9136,300867.SZ,圣元环保,公用事业,2401576014.74 ,10774862.35 ,1.21 ,217176789.53 ,61.00 ,2951569.93 ,61.22 ,11.71 ,1.10 ,-22.69 ,-3265.50 ,-12.84 ,2.08 ,5.58 ,,0.00 ,0.00 ,0.00 ,0.00 
9137,300867.SZ,圣元环保,公用事业,2387545239.61 ,9673104.48 ,1.33 ,210018854.39 ,,1917598.72 ,58.33 ,14.93 ,1.11 ,-3.48 ,-921.92 ,-3.57 ,1.98 ,,,0.00 ,0.00 ,0.00 ,0.00 
9138,300867.SZ,圣元环保,公用事业,1811822282.34 ,7948175.56 ,1.86 ,63786899.12 ,,1152466.67 ,49.59 ,-14.02 ,1.19 ,25.37 ,102.84 ,0.42 ,1.97 ,,,0.00 ,0.00 ,0.00 ,0.00 
9139,300867.SZ,圣元环保,公用事业,1254671728.89 ,7888167.70 ,,58803998.78 ,,,50.23 ,253.65 ,1.87 ,148.29 ,114.07 ,19.43 ,2.03 ,,,0.00 ,0.00 ,0.00 ,0.00 
9140,300867.SZ,圣元环保,公用事业,,,,,,,45.60 ,195.77 ,1.70 ,124.03 ,1541.41 ,22.54 ,1.66 ,,,0.00 ,0.00 ,0.00 ,0.00 
9141,600008.SH,首创股份,公用事业,26936290394.00 ,58045203.78 ,0.39 ,1091511496.71 ,124.00 ,77014340.53 ,29.02 ,4.61 ,1.30 ,4.48 ,6.13 ,6.38 ,1.07 ,0.78 ,1601.00 ,17.00 ,11.00 ,6.00 ,0.00 
9142,600008.SH,首创股份,公用事业,22415804844.87 ,30021861.74 ,0.24 ,815617838.30 ,83.00 ,57892304.40 ,29.26 ,5.00 ,1.17 ,5.73 ,-2.89 ,6.03 ,0.82 ,0.58 ,1253.00 ,2.00 ,1.00 ,1.00 ,0.00 
9143,600008.SH,首创股份,公用事业,17259864829.64 ,36800768.39 ,0.40 ,702146742.60 ,40.00 ,45954315.91 ,30.59 ,6.77 ,0.93 ,9.35 ,29.94 ,6.56 ,0.68 ,0.32 ,1368.00 ,0.00 ,0.00 ,0.00 ,0.00 
9144,600008.SH,首创股份,公用事业,12903828919.09 ,9465556.69 ,0.12 ,646177941.21 ,38.00 ,44958719.66 ,51.77 ,-5.02 ,1.35 ,-7.78 ,31.37 ,1.20 ,0.74 ,0.43 ,1151.00 ,0.00 ,0.00 ,0.00 ,0.00 
9145,600008.SH,首创股份,公用事业,10254056210.00 ,10243076.43 ,0.15 ,701387524.60 ,36.00 ,24962136.12 ,54.62 ,0.16 ,1.36 ,2.29 ,-47.71 ,0.84 ,1.25 ,0.46 ,893.00 ,0.00 ,0.00 ,0.00 ,0.00 
9146,600011.SH,华能国际,公用事业,13948859449.00 ,65021719.00 ,0.04 ,2377913891.00 ,8493.00 ,952506222.00 ,51.83 ,28.02 ,1.49 ,33.03 ,-55.67 ,2.26 ,2.81 ,14.58 ,15363.00 ,123.00 ,69.00 ,54.00 ,0.00 
9147,600011.SH,华能国际,公用事业,13805698991.00 ,46219278.00 ,0.03 ,2407407595.00 ,8731.00 ,620336947.00 ,42.37 ,14.20 ,1.31 ,12.27 ,-27.09 ,7.60 ,1.31 ,15.06 ,13567.00 ,13.00 ,2.00 ,11.00 ,0.00 
9148,600011.SH,华能国际,公用事业,13728223036.00 ,45122564.00 ,0.03 ,2146571985.00 ,,713451578.00 ,36.60 ,14.25 ,1.78 ,11.27 ,13.85 ,11.70 ,1.26 ,,9399.00 ,9.00 ,9.00 ,0.00 ,0.00 
9149,600011.SH,华能国际,公用事业,12043344478.00 ,60279434.00 ,0.05 ,10786224818.00 ,,504807199.00 ,62.28 ,-8.07 ,0.89 ,15.97 ,-55.20 ,2.44 ,0.92 ,,9693.00 ,2.00 ,2.00 ,0.00 ,0.00 
9150,600011.SH,华能国际,公用事业,11679861086.00 ,31113776.00 ,0.02 ,17549677071.00 ,,807483374.00 ,66.97 ,-17.32 ,0.94 ,-8.77 ,138.21 ,6.32 ,1.05 ,,9479.00 ,0.00 ,0.00 ,0.00 ,0.00 
9151,600021.SH,上海电力,公用事业,3095467680.95 ,173529779.41 ,0.73 ,2017827810.67 ,283.00 ,176036054.05 ,18.96 ,74.25 ,2.11 ,22.45 ,55.17 ,33.90 ,1.56 ,4.34 ,583.00 ,1.00 ,0.00 ,1.00 ,0.00 
9152,600021.SH,上海电力,公用事业,3104130627.01 ,19454581.19 ,0.09 ,3413005322.51 ,95.00 ,86298327.91 ,30.26 ,5.69 ,1.42 ,19.37 ,9.56 ,25.12 ,2.78 ,1.50 ,430.00 ,10.00 ,5.00 ,5.00 ,0.00 
9153,600021.SH,上海电力,公用事业,2123125423.53 ,11356299.11 ,0.06 ,1429220330.14 ,78.00 ,65102846.57 ,33.46 ,9.24 ,1.27 ,-2.20 ,-4.02 ,27.37 ,3.20 ,1.39 ,369.00 ,9.00 ,6.00 ,3.00 ,0.00 
9154,600021.SH,上海电力,公用事业,1320934878.23 ,8303172.99 ,0.05 ,1653572310.14 ,66.00 ,122119745.01 ,47.03 ,12.80 ,1.78 ,16.31 ,3.72 ,7.27 ,2.93 ,1.14 ,349.00 ,4.00 ,2.00 ,2.00 ,0.00 
9155,600021.SH,上海电力,公用事业,1300258415.20 ,7765856.35 ,0.05 ,2229798475.90 ,120.00 ,111113269.44 ,43.79 ,9.67 ,1.85 ,16.82 ,8.30 ,8.15 ,3.14 ,1.96 ,316.00 ,4.00 ,3.00 ,0.00 ,1.00 
9156,600023.SH,浙能电力,公用事业,2028267401.13 ,198813573.98 ,0.37 ,4907175921.18 ,,220745963.75 ,78.73 ,18.35 ,0.22 ,8.02 ,-14.84 ,3.63 ,2.15 ,,2626.00 ,1.00 ,1.00 ,0.00 ,0.00 
9157,600023.SH,浙能电力,公用事业,2104254521.36 ,153065477.02 ,0.27 ,4328176300.41 ,,422619200.93 ,74.93 ,4.09 ,0.22 ,12.99 ,-56.88 ,2.56 ,0.87 ,,2194.00 ,0.00 ,0.00 ,0.00 ,0.00 
9158,600023.SH,浙能电力,公用事业,2193142459.50 ,,,4744635806.33 ,,287675054.66 ,75.15 ,8.29 ,0.23 ,3.21 ,37.36 ,6.70 ,0.87 ,,2366.00 ,0.00 ,0.00 ,0.00 ,0.00 
9159,600023.SH,浙能电力,公用事业,2091505857.55 ,,,7197168585.06 ,,236670846.14 ,40.87 ,-0.49 ,1.25 ,-41.65 ,11.45 ,15.39 ,1.03 ,,2213.00 ,0.00 ,0.00 ,0.00 ,0.00 
9160,600023.SH,浙能电力,公用事业,2040390849.00 ,,,8405927364.50 ,,264966756.49 ,48.99 ,0.83 ,1.24 ,-25.51 ,-9.27 ,8.06 ,1.71 ,,2550.00 ,0.00 ,0.00 ,0.00 ,0.00 
9161,600025.SH,华能水电,公用事业,6799134038.41 ,33973401.42 ,0.16 ,5936517593.42 ,19.00 ,2500000.00 ,43.51 ,-4.17 ,0.92 ,4.85 ,-21.43 ,19.84 ,2.55 ,0.56 ,344.00 ,95.00 ,52.00 ,43.00 ,0.00 
9162,600025.SH,华能水电,公用事业,6921279439.92 ,29051304.39 ,0.19 ,6050342160.34 ,15.00 ,3503517.28 ,45.81 ,3.77 ,0.99 ,6.64 ,-31.53 ,15.55 ,0.95 ,0.60 ,352.00 ,34.00 ,22.00 ,12.00 ,0.00 
9163,600025.SH,华能水电,公用事业,5756751927.15 ,25811367.83 ,0.20 ,2370930791.64 ,150.00 ,19654063.08 ,45.31 ,6.67 ,1.06 ,-3.17 ,34.67 ,24.21 ,0.95 ,5.89 ,,23.00 ,13.00 ,10.00 ,0.00 
9164,600025.SH,华能水电,公用事业,5152623760.07 ,46657800.00 ,0.40 ,732713002.87 ,,2584463.08 ,65.28 ,-3.67 ,0.71 ,-21.20 ,7.27 ,-5.88 ,1.05 ,,,9.00 ,9.00 ,0.00 ,0.00 
9165,600025.SH,华能水电,公用事业,3867413279.60 ,54153400.00 ,0.42 ,2524679109.40 ,,39434163.08 ,59.97 ,-2.37 ,0.63 ,-38.47 ,-468.82 ,-5.00 ,1.16 ,,,5.00 ,5.00 ,0.00 ,0.00 
9166,600027.SH,华电国际,公用事业,13270795000.00 ,,,4438544000.00 ,,326627000.00 ,45.18 ,5.90 ,1.82 ,-2.24 ,5.20 ,6.59 ,3.51 ,,17451.00 ,0.00 ,0.00 ,0.00 ,0.00 
9167,600027.SH,华电国际,公用事业,13838633000.00 ,,,2271772000.00 ,,234412000.00 ,36.40 ,7.07 ,2.18 ,2.68 ,-4.88 ,6.19 ,1.11 ,,2013.00 ,0.00 ,0.00 ,0.00 ,0.00 
9168,600027.SH,华电国际,公用事业,13475990000.00 ,,,775913000.00 ,,275646000.00 ,35.11 ,-10.26 ,2.23 ,16.54 ,7.04 ,6.68 ,1.35 ,,1989.00 ,2.00 ,0.00 ,2.00 ,0.00 
9169,600027.SH,华电国际,公用事业,13783160000.00 ,,,4625840000.00 ,,433350000.00 ,60.92 ,1.57 ,0.62 ,-4.53 ,-625.84 ,-19.96 ,0.99 ,,1996.00 ,0.00 ,0.00 ,0.00 ,0.00 
9170,600027.SH,华电国际,公用事业,13425900000.00 ,,,10479999000.00 ,,242811000.00 ,53.97 ,1.32 ,1.04 ,-12.49 ,-607.44 ,-2.63 ,0.88 ,,1799.00 ,0.00 ,0.00 ,0.00 ,0.00 
9171,600098.SH,广州发展,公用事业,2181238126.21 ,449660513.51 ,1.52 ,961455803.84 ,1030.00 ,56485011.80 ,46.10 ,10.10 ,1.87 ,2.82 ,19.94 ,11.33 ,2.98 ,19.38 ,745.00 ,29.00 ,13.00 ,16.00 ,0.00 
9172,600098.SH,广州发展,公用事业,835078035.20 ,292501682.72 ,1.13 ,793968412.87 ,1234.00 ,58316939.25 ,46.91 ,0.35 ,2.03 ,11.44 ,-4.35 ,8.89 ,1.46 ,23.52 ,673.00 ,135.00 ,41.00 ,94.00 ,0.00 
9173,600098.SH,广州发展,公用事业,829426174.45 ,75549063.78 ,0.31 ,894151680.68 ,1286.00 ,58017509.95 ,50.02 ,34.69 ,2.07 ,25.92 ,46.37 ,10.36 ,1.19 ,24.45 ,685.00 ,36.00 ,1.00 ,35.00 ,0.00 
9174,600098.SH,广州发展,公用事业,786303349.59 ,23923794.79 ,0.11 ,1011793478.50 ,1645.00 ,27589789.57 ,64.94 ,4.72 ,0.82 ,47.78 ,175.82 ,2.25 ,1.80 ,31.71 ,596.00 ,0.00 ,0.00 ,0.00 ,0.00 
9175,600098.SH,广州发展,公用事业,806556756.29 ,11523882.62 ,0.05 ,1838190418.50 ,,17476715.04 ,69.08 ,4.03 ,1.17 ,7.95 ,-55.27 ,1.20 ,1.86 ,,518.00 ,0.00 ,0.00 ,0.00 ,0.00 
9176,600101.SH,明星电力,公用事业,176518538.85 ,,,100733724.87 ,,4071583.48 ,123.18 ,-14.29 ,0.33 ,-1.88 ,258.76 ,13.99 ,2.10 ,,65.00 ,5.00 ,1.00 ,4.00 ,0.00 
9177,600101.SH,明星电力,公用事业,166309429.89 ,,,96414877.48 ,,3866750.99 ,128.97 ,-9.56 ,0.28 ,-6.70 ,-173.20 ,-22.22 ,1.52 ,,77.00 ,0.00 ,0.00 ,0.00 ,0.00 
9178,600101.SH,明星电力,公用事业,169679918.04 ,,,99286805.47 ,,3326916.80 ,105.86 ,-8.98 ,0.29 ,4.88 ,-888.71 ,-7.59 ,1.00 ,,81.00 ,0.00 ,0.00 ,0.00 ,0.00 
9179,600101.SH,明星电力,公用事业,171876188.98 ,,,76412076.61 ,,3266223.42 ,15.44 ,-12.33 ,1.37 ,11.90 ,-93.29 ,27.02 ,0.72 ,,119.00 ,0.00 ,0.00 ,0.00 ,0.00 
9180,600101.SH,明星电力,公用事业,167760000.16 ,,,81780689.16 ,,2724510.08 ,16.68 ,-3.79 ,1.68 ,-88.17 ,1047.11 ,450.42 ,0.84 ,,130.00 ,0.00 ,0.00 ,0.00 ,0.00 
9181,600116.SH,三峡水利,公用事业,23993486.24 ,,,185178596.45 ,,81661856.98 ,10.60 ,-1.34 ,7.59 ,-32.85 ,-52.56 ,33.38 ,1.41 ,,202.00 ,,,,
9182,600116.SH,三峡水利,公用事业,23718569.78 ,,,201863616.99 ,,69392986.34 ,17.28 ,11.08 ,3.94 ,-0.23 ,-13.66 ,39.52 ,1.21 ,,238.00 ,,,,
